ID,Age,Age_Group,Experience,Income,Income_Group,ZIP_Code,Family,CCAvg,Spending_Level,Education,Education_Level,Mortgage,Mortgage_Category,Personal_Loan,Personal_Loan_Status,Securities_Account,CD_Account,CD_Account_Status,Online,CreditCard
220,56,Senior,30,61,Middle Income,94707,1,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
221,32,Middle Age,6,25,Low Income,92130,2,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
222,45,Middle Age,19,83,Middle Income,95051,2,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
223,26,Young,2,104,High Income,94306,3,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
224,55,Senior,25,41,Low Income,95014,3,1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
225,52,Senior,27,58,Middle Income,94305,4,1.8,Low,3,professional,91,Low Mortgage,0,Rejected,0,0,No,0,0
226,39,Middle Age,13,93,Middle Income,94720,1,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
227,24,Young,1,39,Low Income,94085,2,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
228,47,Middle Age,23,148,High Income,94551,2,7.5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
229,47,Middle Age,22,53,Middle Income,92677,4,1.9,Low,3,professional,98,Low Mortgage,0,Rejected,1,1,Yes,0,1
230,48,Middle Age,24,71,Middle Income,93117,2,1.7,Low,1,undergraduate,145,Low Mortgage,0,Rejected,0,0,No,0,1
231,47,Middle Age,22,92,Middle Income,94720,1,2.8,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
232,35,Middle Age,10,61,Middle Income,94304,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
233,46,Middle Age,19,38,Low Income,94122,3,2.5,Middle,2,graduate,135,Low Mortgage,0,Rejected,0,0,No,0,0
234,62,Senior,37,58,Middle Income,91320,4,1.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
235,26,Young,1,80,Middle Income,95616,1,0.8,Low,2,graduate,150,High Mortgage,0,Rejected,0,0,No,0,0
236,38,Middle Age,8,71,Middle Income,94720,4,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
237,43,Middle Age,18,89,Middle Income,93407,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
238,62,Senior,38,83,Middle Income,92521,1,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
239,57,Senior,32,28,Low Income,95831,3,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
240,28,Young,3,52,Middle Income,94112,4,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
241,51,Senior,26,70,Middle Income,90089,1,1.2,Low,1,undergraduate,169,High Mortgage,0,Rejected,0,0,No,0,0
242,48,Middle Age,22,71,Middle Income,91711,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
243,41,Middle Age,16,75,Middle Income,94005,1,3.7,Middle,3,professional,280,High Mortgage,0,Rejected,0,0,No,0,0
244,65,Senior,39,170,High Income,90095,3,7.9,High,3,professional,99,Low Mortgage,1,Accepted,0,1,Yes,1,0
245,41,Middle Age,17,78,Middle Income,94025,4,0.8,Low,1,undergraduate,78,Low Mortgage,0,Rejected,0,0,No,1,0
246,35,Middle Age,11,25,Low Income,92614,2,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
247,38,Middle Age,14,60,Middle Income,94025,2,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
248,53,Senior,29,120,High Income,92626,4,2.7,Middle,2,graduate,111,Low Mortgage,1,Accepted,1,1,Yes,1,0
249,55,Senior,29,99,Middle Income,92121,2,1.4,Low,1,undergraduate,264,High Mortgage,0,Rejected,0,0,No,1,1
250,26,Young,1,55,Middle Income,90089,3,2.6,Middle,3,professional,113,Low Mortgage,0,Rejected,0,0,No,0,1
251,30,Middle Age,6,29,Low Income,94305,3,1,Low,2,graduate,117,Low Mortgage,0,Rejected,0,0,No,0,0
252,54,Senior,28,170,High Income,92182,2,6.2,High,2,graduate,325,High Mortgage,1,Accepted,0,0,No,1,0
253,65,Senior,40,53,Middle Income,91711,3,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
254,47,Middle Age,21,138,High Income,94583,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
255,65,Senior,41,134,High Income,91942,3,3.9,Middle,3,professional,121,Low Mortgage,1,Accepted,0,0,No,1,0
256,66,Senior,40,42,Low Income,92103,2,0.7,Low,3,professional,138,Low Mortgage,0,Rejected,0,0,No,0,1
257,26,Young,0,99,Middle Income,92697,4,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
258,66,Senior,41,18,Low Income,92691,3,0.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
259,35,Middle Age,9,24,Low Income,95747,4,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
260,56,Senior,30,55,Middle Income,94107,1,1.4,Low,1,undergraduate,77,Low Mortgage,0,Rejected,0,0,No,1,0
261,51,Senior,27,58,Middle Income,92407,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
262,42,Middle Age,16,111,High Income,93106,2,1.2,Low,3,professional,251,High Mortgage,1,Accepted,0,0,No,1,0
263,49,Middle Age,23,33,Low Income,90245,1,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,1,Yes,1,1
264,27,Young,1,74,Middle Income,92121,4,1.8,Low,2,graduate,112,Low Mortgage,0,Rejected,0,0,No,1,1
265,45,Middle Age,19,38,Low Income,90840,2,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
266,49,Middle Age,23,23,Low Income,94305,4,0.6,Low,3,professional,98,Low Mortgage,0,Rejected,1,0,No,0,0
267,63,Senior,38,61,Middle Income,94720,2,1.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
268,47,Middle Age,22,81,Middle Income,90504,1,2.9,Middle,1,undergraduate,138,Low Mortgage,0,Rejected,0,0,No,0,0
269,64,Senior,39,129,High Income,94002,1,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
270,43,Middle Age,13,33,Low Income,95039,1,0.75,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
271,60,Senior,36,63,Middle Income,94063,4,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
272,40,Middle Age,14,70,Middle Income,94923,4,1.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
273,29,Young,3,45,Low Income,95023,4,0.2,Low,1,undergraduate,158,High Mortgage,0,Rejected,0,0,No,1,1
274,41,Middle Age,16,65,Middle Income,90095,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
275,30,Middle Age,5,74,Middle Income,95616,4,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,1
276,49,Middle Age,24,50,Middle Income,94706,4,1.8,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,0,0
277,30,Middle Age,5,22,Low Income,90058,4,0.5,Low,3,professional,109,Low Mortgage,0,Rejected,0,0,No,1,0
278,29,Young,2,30,Low Income,92126,4,1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
279,50,Senior,26,21,Low Income,91125,4,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
280,39,Middle Age,14,155,High Income,94577,2,3.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
281,33,Middle Age,8,64,Middle Income,92121,4,2.1,Middle,3,professional,164,High Mortgage,0,Rejected,0,0,No,1,0
282,57,Senior,31,65,Middle Income,94118,4,2.6,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
283,34,Middle Age,9,71,Middle Income,91711,4,0.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
284,61,Senior,36,40,Low Income,90029,3,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,1,0,No,1,0
285,44,Middle Age,19,69,Middle Income,92806,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
286,40,Middle Age,13,69,Middle Income,94305,3,2.33,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
287,51,Senior,25,45,Low Income,94806,3,0.6,Low,2,graduate,131,Low Mortgage,0,Rejected,0,0,No,1,0
288,37,Middle Age,12,62,Middle Income,92110,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
289,44,Middle Age,19,172,High Income,94306,2,4.3,Middle,3,professional,391,High Mortgage,1,Accepted,1,1,Yes,1,0
290,42,Middle Age,15,24,Low Income,92121,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
291,51,Senior,25,80,Middle Income,92373,1,4.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
292,43,Middle Age,16,8,Low Income,90089,3,0.67,Low,2,graduate,88,Low Mortgage,0,Rejected,0,0,No,1,0
293,30,Middle Age,5,38,Low Income,94542,4,0.8,Low,1,undergraduate,129,Low Mortgage,0,Rejected,0,0,No,1,1
294,45,Middle Age,19,93,Middle Income,90095,4,2.6,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
295,35,Middle Age,9,55,Middle Income,94536,1,2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
296,60,Senior,34,64,Middle Income,94304,2,1.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
297,34,Middle Age,9,122,High Income,90623,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
298,55,Senior,25,70,Middle Income,93720,3,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
299,43,Middle Age,19,81,Middle Income,92069,2,3.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
300,41,Middle Age,15,159,High Income,90057,1,5.5,High,3,professional,0,No Mortgage,1,Accepted,0,1,Yes,1,0
301,34,Middle Age,9,70,Middle Income,92843,4,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
302,65,Senior,39,150,High Income,92120,2,6.9,High,1,undergraduate,196,High Mortgage,0,Rejected,0,0,No,0,0
303,45,Middle Age,21,152,High Income,94550,2,7.5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
304,49,Middle Age,25,195,High Income,95605,4,3,Middle,1,undergraduate,617,High Mortgage,1,Accepted,0,0,No,0,0
305,48,Middle Age,23,22,Low Income,90740,1,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
306,60,Senior,35,22,Low Income,91207,1,1.3,Low,1,undergraduate,123,Low Mortgage,0,Rejected,0,0,No,1,0
307,55,Senior,29,79,Middle Income,92373,3,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
308,42,Middle Age,18,33,Low Income,90401,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
309,32,Middle Age,8,128,High Income,94720,2,4.33,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
310,62,Senior,38,91,Middle Income,95929,1,3.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,1,0
311,57,Senior,32,39,Low Income,90277,4,0.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
312,52,Senior,26,121,High Income,94550,1,7.3,High,1,undergraduate,167,High Mortgage,0,Rejected,0,0,No,1,0
313,36,Middle Age,6,21,Low Income,91741,1,0.67,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
314,34,Middle Age,9,41,Low Income,93720,3,2.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
315,63,Senior,37,45,Low Income,93437,2,0.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
316,24,Young,2,51,Middle Income,90630,3,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
317,57,Senior,31,165,High Income,95054,1,1.6,Low,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
318,40,Middle Age,16,119,High Income,91335,2,4.2,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
319,27,Young,2,110,High Income,95670,4,1.8,Low,3,professional,190,High Mortgage,0,Rejected,0,0,No,1,0
320,65,Senior,39,20,Low Income,90034,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
321,60,Senior,34,64,Middle Income,90266,1,0.8,Low,2,graduate,248,High Mortgage,0,Rejected,0,0,No,0,0
322,44,Middle Age,20,101,High Income,92717,3,4.4,Middle,2,graduate,82,Low Mortgage,1,Accepted,0,0,No,0,0
323,63,Senior,39,101,High Income,92007,1,3.9,Middle,1,undergraduate,0,No Mortgage,1,Accepted,1,1,Yes,1,0
324,59,Senior,34,99,Middle Income,90034,1,4.4,Middle,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,0
325,56,Senior,30,158,High Income,90089,4,6.1,High,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,0
326,54,Senior,28,89,Middle Income,95039,1,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
327,52,Senior,27,80,Middle Income,95616,1,1.3,Low,3,professional,0,No Mortgage,0,Rejected,0,1,Yes,1,1
328,58,Senior,32,114,High Income,91330,2,2,Middle,1,undergraduate,402,High Mortgage,0,Rejected,0,0,No,1,0
329,60,Senior,35,49,Low Income,94110,3,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
330,28,Young,4,191,High Income,90064,1,6.33,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
331,54,Senior,30,78,Middle Income,92374,4,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
332,32,Middle Age,6,28,Low Income,94115,3,1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
333,59,Senior,33,42,Low Income,95630,1,0.8,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
334,63,Senior,38,140,High Income,92407,1,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
335,48,Middle Age,23,45,Low Income,95053,1,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
336,56,Senior,32,122,High Income,95827,2,0.3,Low,1,undergraduate,360,High Mortgage,0,Rejected,0,1,Yes,1,1
337,36,Middle Age,12,65,Middle Income,95051,3,2.6,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
338,57,Senior,27,68,Middle Income,94117,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
339,29,Young,3,153,High Income,93657,2,2,Middle,1,undergraduate,392,High Mortgage,0,Rejected,0,0,No,0,0
340,39,Middle Age,13,89,Middle Income,92110,4,1.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
341,59,Senior,34,91,Middle Income,93524,1,2.6,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
342,31,Middle Age,6,55,Middle Income,92038,4,2,Middle,2,graduate,185,High Mortgage,0,Rejected,0,0,No,1,0
343,43,Middle Age,19,118,High Income,91304,2,3.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
344,35,Middle Age,5,22,Low Income,93407,1,0.67,Low,3,professional,103,Low Mortgage,0,Rejected,0,0,No,0,0
345,54,Senior,24,63,Middle Income,92606,3,1.4,Low,3,professional,138,Low Mortgage,0,Rejected,0,0,No,1,1
346,51,Senior,27,12,Low Income,92192,4,0.5,Low,2,graduate,78,Low Mortgage,0,Rejected,1,0,No,1,0
347,44,Middle Age,19,50,Middle Income,90745,3,2.7,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
348,25,Young,0,43,Low Income,94305,2,1.6,Low,3,professional,0,No Mortgage,0,Rejected,1,1,Yes,1,1
349,40,Middle Age,15,173,High Income,95060,4,6.6,High,1,undergraduate,0,No Mortgage,1,Accepted,0,1,Yes,1,1
350,26,Young,2,60,Middle Income,93407,2,3,Middle,1,undergraduate,132,Low Mortgage,1,Accepted,0,0,No,0,0
351,39,Middle Age,14,113,High Income,94301,1,1,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
352,28,Young,4,155,High Income,92182,4,5.3,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
353,52,Senior,28,91,Middle Income,92692,4,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
354,53,Senior,29,55,Middle Income,95818,4,1.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
355,44,Middle Age,20,173,High Income,90277,2,1.4,Low,1,undergraduate,419,High Mortgage,0,Rejected,0,0,No,1,0
356,43,Middle Age,19,71,Middle Income,92101,3,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
357,56,Senior,30,24,Low Income,94704,2,0.4,Low,3,professional,88,Low Mortgage,0,Rejected,0,0,No,0,0
358,38,Middle Age,14,42,Low Income,94610,1,2,Middle,2,graduate,81,Low Mortgage,0,Rejected,0,0,No,1,0
359,30,Middle Age,6,141,High Income,94539,2,4.33,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
360,32,Middle Age,6,32,Low Income,93106,1,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
361,35,Middle Age,10,55,Middle Income,94539,4,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
362,43,Middle Age,19,153,High Income,90254,2,7.5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
363,58,Senior,32,113,High Income,94590,2,1.4,Low,1,undergraduate,270,High Mortgage,0,Rejected,0,0,No,0,1
364,25,Young,0,30,Low Income,92691,2,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
365,54,Senior,24,29,Low Income,92028,3,1,Low,3,professional,148,Low Mortgage,0,Rejected,0,0,No,0,1
366,57,Senior,32,174,High Income,90089,1,6.8,High,2,graduate,466,High Mortgage,1,Accepted,0,0,No,1,0
367,50,Senior,24,35,Low Income,92717,1,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
368,32,Middle Age,8,98,Middle Income,95054,2,2,Middle,2,graduate,175,High Mortgage,0,Rejected,0,0,No,1,0
369,63,Senior,37,30,Low Income,92054,2,1,Low,3,professional,159,High Mortgage,0,Rejected,0,0,No,1,0
370,31,Middle Age,6,58,Middle Income,95051,2,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
371,36,Middle Age,12,25,Low Income,92101,4,1,Low,1,undergraduate,147,Low Mortgage,0,Rejected,0,0,No,0,0
372,58,Senior,34,19,Low Income,92029,4,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
373,56,Senior,30,44,Low Income,93105,4,0.7,Low,2,graduate,174,High Mortgage,0,Rejected,0,0,No,1,0
374,49,Middle Age,25,20,Low Income,90291,4,1,Low,1,undergraduate,111,Low Mortgage,0,Rejected,0,0,No,1,1
375,30,Middle Age,5,98,Middle Income,91941,2,3.1,Middle,1,undergraduate,220,High Mortgage,0,Rejected,0,0,No,1,0
376,33,Middle Age,7,90,Middle Income,92346,3,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
377,45,Middle Age,21,61,Middle Income,94304,3,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
378,30,Middle Age,5,40,Low Income,94402,4,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
379,47,Middle Age,23,38,Low Income,94618,2,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
380,25,Young,0,28,Low Income,92093,2,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
381,63,Senior,33,34,Low Income,94305,1,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
382,55,Senior,29,73,Middle Income,95616,2,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
383,65,Senior,41,133,High Income,94904,4,2,Middle,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,1
384,44,Middle Age,18,53,Middle Income,94608,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
385,51,Senior,25,21,Low Income,9307,4,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
386,35,Middle Age,9,40,Low Income,93943,3,0.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
387,30,Middle Age,5,41,Low Income,95051,4,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
388,31,Middle Age,5,82,Middle Income,95482,4,1.8,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
389,54,Senior,30,100,High Income,95814,4,3.4,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
390,45,Middle Age,20,155,High Income,90024,1,7,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
391,45,Middle Age,19,45,Low Income,92521,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
392,58,Senior,32,9,Low Income,94080,3,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
393,54,Senior,29,48,Low Income,91709,4,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
394,53,Senior,28,18,Low Income,90095,4,0.1,Low,3,professional,109,Low Mortgage,0,Rejected,1,1,Yes,1,1
395,33,Middle Age,9,80,Middle Income,91311,4,3.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
396,60,Senior,35,64,Middle Income,94509,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
397,50,Senior,24,29,Low Income,93023,4,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
398,26,Young,2,48,Low Income,90503,3,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
399,54,Senior,30,23,Low Income,94608,2,0.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
400,28,Young,3,84,Middle Income,90024,4,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
401,36,Middle Age,10,179,High Income,94542,3,6.6,High,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,1,0
402,29,Young,2,30,Low Income,95747,4,1.5,Low,2,graduate,112,Low Mortgage,0,Rejected,0,0,No,0,1
403,54,Senior,28,93,Middle Income,91604,1,4.9,Middle,1,undergraduate,133,Low Mortgage,0,Rejected,0,1,Yes,1,1
404,55,Senior,30,39,Low Income,92647,2,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
405,61,Senior,36,60,Middle Income,92866,3,0.5,Low,2,graduate,182,High Mortgage,0,Rejected,0,0,No,0,0
406,36,Middle Age,11,133,High Income,90245,1,3.8,Middle,1,undergraduate,290,High Mortgage,0,Rejected,1,1,Yes,1,1
407,45,Middle Age,19,125,High Income,92354,1,2.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
408,64,Senior,40,58,Middle Income,93437,1,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
409,60,Senior,36,89,Middle Income,91745,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
410,49,Middle Age,22,82,Middle Income,90019,1,2.67,Middle,2,graduate,125,Low Mortgage,0,Rejected,0,0,No,1,0
411,47,Middle Age,23,110,High Income,94111,2,3.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
412,60,Senior,36,54,Middle Income,92182,4,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,1,0,No,0,0
413,45,Middle Age,20,89,Middle Income,93311,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
414,32,Middle Age,7,42,Low Income,92407,3,2.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
415,52,Senior,28,41,Low Income,94309,3,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
416,35,Middle Age,8,38,Low Income,93106,4,1,Low,2,graduate,124,Low Mortgage,0,Rejected,0,0,No,1,0
417,40,Middle Age,15,85,Middle Income,94304,2,0.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
418,53,Senior,29,83,Middle Income,90073,4,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
419,27,Young,0,33,Low Income,90089,4,1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
420,58,Senior,33,50,Middle Income,94501,4,2.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
421,47,Middle Age,22,58,Middle Income,93105,4,3.6,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
422,28,Young,3,115,High Income,92333,4,3.1,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
423,46,Middle Age,20,145,High Income,91380,2,6.3,High,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,0
424,43,Middle Age,19,161,High Income,95616,2,7.5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
425,56,Senior,30,38,Low Income,92029,1,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
426,28,Young,3,28,Low Income,90505,4,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
427,42,Middle Age,18,75,Middle Income,92182,3,2.33,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
428,32,Middle Age,7,35,Low Income,92521,3,1.3,Low,1,undergraduate,116,Low Mortgage,0,Rejected,0,0,No,0,1
429,62,Senior,38,24,Low Income,94720,2,1,Low,1,undergraduate,116,Low Mortgage,0,Rejected,0,0,No,0,1
430,37,Middle Age,13,78,Middle Income,94998,4,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
431,51,Senior,26,113,High Income,94086,1,1.3,Low,3,professional,161,High Mortgage,0,Rejected,0,0,No,1,0
432,39,Middle Age,13,75,Middle Income,94305,3,2.1,Middle,1,undergraduate,224,High Mortgage,0,Rejected,0,0,No,1,0
433,43,Middle Age,17,91,Middle Income,91311,1,5.7,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
434,52,Senior,28,31,Low Income,91330,4,0.2,Low,1,undergraduate,141,Low Mortgage,0,Rejected,0,0,No,1,1
